North Square
Review,Rating,Date
"North Square is my favorite spot in the Village for a quiet, genteel meal - not fancy, but creative and reliably good every time.  It never disappoints.",4,"Dined on December 4, 2014"
"This is my second time eating here in 3 months.  The service is excellent and the appetizers and entrées make it difficult to choose.  The staff are attentive, yet leave you alone to continue your conversation.",5,"Dined on December 4, 2014"
Food was great - service was good - our table wasn't the best,4,"Dined on November 25, 2014"
This slightly below street level restaurant is a true neighborhood dining spot!  The food and service are terrific!  The Sunday Dinner menu is a good value and the food was delicious.  We will definitely return here!,4,"Dined on November 24, 2014"
Great menu and perfectly prepared food. Quiet and could easily talk. Love the place,5,"Dined on November 19, 2014"
The food was excellent and the service was great. I was a little put off by the seating but quiet atmosphere made up for that. It was the perfect spot for a dinner date.,4,"Dined on November 17, 2014"
"I have the pleasure of dining at North Square whenever my relatives stay at the Washington Square Hotel. I have been going there for years and I have to say, the food is consistently wonderful. They serve the very best olives in the city with bread at the table for a little bite and have a beautiful selection of salads and entrees--the menu is designed so thoughtful that many of the flavors from one course prepare the palate perfectly for the next. I love the arctic char with the slow roasted tomatoes. For a treat, have the gluten free and vegan pear crumble, it tastes like home. The North Square is a New York institution in my mind and I hope it never changes.",4,"Dined on November 15, 2014"
"Nice menu , good food and wine
Must have a reservation 
Best for lunch then breakfast followed by dinner",4,"Dined on November 13, 2014"
"I have dined in a  half dozen restaurants in this area of Union Square, and  this by far my most favorite.  The food was very good, atmosphere very agreeable, wait staff very nice and efficient.  The two of us had fish dishes, Atlantic Char and Cod.  Both of us were very pleased.  Next time I want to try the lounge and listen to some music.  I was sorry the Calamari was not offered in the restaurant....apparently you can only order that in the lounge area.",4,"Dined on November 13, 2014"
"Everything was perfect!
Food delicious, wine notable, service outstanding, 
A friendly atmosphere.",5,"Dined on November 12, 2014"
"Open for breakfast, lunch and dinner this quiet hotel dining room has good comforting food and service.  Surprisingly good garlic pickled olives, onions and gherkins to start dinner.  Ample portions. Pleasant helpful service. Liked the arctic char and very tender steak.  Very good sorbets.",3,"Dined on November 12, 2014"
"I LOVED the fact that the restaurant was quiet and one could have a conversation.  AND the food was really very good.  As my friend said,  ""I didn't know places like this existed in Manhattan"".  It's so hard to find a restaurant where the atmosphere is calm, the food is great and the ambiance is inviting.
Thank you
Susan",4,"Dined on November 9, 2014"
"the location is great considering the upgrade of the Park across the street
The food is excellent, the staff knowledgable and efficient",4,"Dined on November 9, 2014"
"My husband and I were loooking for a restaurant near Washington Square, since we had tickets to an off-Broadway performance on MacDougal Street. We had a delicious anniversary dinner at North Square. The staff was very attentive and the food was excelent. My husband's seared yellow tail tuna entree was delicious, as was my Arctic char. The salads were delicous and there was a fabulous assortment of autumn-inspired desserts. We particularly enjoyed our ginger cheesecake with kumquats. North Square is a real fine.",4,"Dined on November 9, 2014"
"North Square never disappoints.
Great food, wine, and service!",5,"Dined on November 5, 2014"
"We celebrated a friend's birthday here and everything was perfect. Our meals were perfect, the artichoke soup was so good! Attentive service and a comfortable atmosphere made it a great evening.",5,"Dined on November 5, 2014"
"Our table thought the food was quite good, everyone was pleased with appetizers, entrees and desserts.  The service was unfriendly and for the most part absentee.  The sommelier was knowledgeable but also quite unfriendly and superior.  The service people tended to disappear, as if they had something better going on in the kitchen or a back room.  Given that the atmosphere is dated and worn, the restaurant can't have a second strike against it, especially given that service should be an easy fix.  Right now, the place only has its food going for it and I have too many choices to feel compelled to return to a place where we were summarily dismissed.",2,"Dined on November 2, 2014"
"I was very pleasantly surprised by the food at North Square. I had never been there before. It is truly a neighborhood gem. The risotto was excellent and the salad delicious. They even grow some of their own veggies on the roof! normally I don't order dessert but they had panna
cotta on the menu - and their version was one of the best.",4,"Dined on November 2, 2014"
"Perfect for small business meetings or old friend reunions...affordable, classy, great menu and service.",5,"Dined on November 1, 2014"
"I love the Lounge at No Square.  The food is consistently delicious, fresh, and plentiful. The service is always outstanding. The bartender(s) make a terrific drink. This is an all around great restaurant. We always bring our in town and out of town friends to dinner here and everyone loves it.",5,"Dined on November 1, 2014"
"Every time I dine at North Square, the food is really great, the service attentive and the atmosphere welcoming. It's convenient too!",5,"Dined on October 29, 2014"
"Eating at North Square is always a pleasure. 
GREAT food, service and vino.
Thank you,
V Willis",5,"Dined on October 29, 2014"
"Comfortable, never feel crowded or rushed, not too much noise...so, great for conversation most importantly,  unfailingly delicious, clean tasting food with a good variety of preparations.",5,"Dined on October 29, 2014"
Food was good but it took a long time to get 2 hamburgers. Then the fries were way overcooked. Staff was very nice.,2,"Dined on October 25, 2014"
Everything was super tasty! Deserts are delicious...,5,"Dined on October 25, 2014"
"The food was excellent, service attentive, in a somewhat cramped and busy atmosphere.",4,"Dined on October 25, 2014"
"Came here with colleagues for a nice lunch. We were worried service would be slow, and it was a little bit slow. The food was all pretty good. I didn't think the chicken quesadillas were that good, but we all liked the other entrees. It's a nice little restaurant in a location convenient for NYU people.",4,"Dined on October 22, 2014"
"I've been there for breakfast, lunch and dinner many times and each time, the food is terrific, the service attentive and the environment welcoming!
You will love their menu, the tastes and the warm, diligent staff! Thank you!",5,"Dined on October 22, 2014"
"The Risotto was outstanding! Fish of the day, Cod, was done to perfection. As usual a very comfortable place to dine. Food, wine and service were the BEST.",5,"Dined on October 22, 2014"
"I hope this neighborhood gem stays around for a very long time.  The food is good (the brunch is amazing), the service gracious and the location, tucked away but not too far away, makes for a lovely place to bring guests from out of town or for a meal before an event at the Public Theater, the Joyce, or any of the West Village clubs.",4,"Dined on October 16, 2014"
"Yum, yum.. . The medium-rare salmon was done to 'perfection'!",5,"Dined on October 15, 2014"
"There is something nice about this place and also something odd. On the one hand you have very attractive people welcoming you on the other hand i could not work out who was managing the place.
The food was probably better than the 3 stars but we all suffered from salt overdose later and were all drinking water like mad.
Chefs should realise that 1990s methods of flavouring have moved on and salt should be on the table not in the food.
We were well served but it was very stilted. If I was the owner I would be worried about the loose canons being left to their own devices.
I felt they were more busy doing things than caring for us.
In short a clunky heavy handed experience but the quality of the food was good marred only by the saltiness .",3,"Dined on October 15, 2014"
"Lovely spot with great food, courteous staff and lovely atmosphere. A little gem in the village!  Highly recommend!",5,"Dined on October 14, 2014"
"The food is quite tasty, but the service is quite amateurish. When we ordered a bottle of wine, they basically suggested that we order by the glass instead since they weren't sure if they would be able to find the bottle. We did decide to select a bottle and it take them forever to bring it to the table.",2,"Dined on October 11, 2014"
The food is excellent as are the wines.  The service is friendly and prompt and the atmosphere is comfortable.,5,"Dined on October 11, 2014"
"Server had a rather cold demeanor. Atmosphere was pleasant, food was good, particularly the
chopped salad.  Drinks were fine.",3,"Dined on October 7, 2014"
North Square has been my favorite restaurant in the Village for years.  The food is always good with wonderful bread and olives.  It is quiet so a conversation is possible and they don't play the music too loud in the lounge.  The service is good so overall North Square is an A plus for me.,5,"Dined on October 3, 2014"
"North Square is somewhat unique as local restaurants go. The hum in the restaurant is low allowing for easy flowing conversation. The service is unrushed allowing for a leisurely meal. Moreover, unlike many restaurants, you can order your main course a la carte and supplement with side dishes of choice. Although this option is no longer on the menu all you need to do is ask. As a result our group has always had an excellent, well-priced meal of exactly what we want to eat.",4,"Dined on October 1, 2014"
"Celebrated a birthday with a special someone & it was great! The staff smiled and were very welcoming. The jazz band actually gave us a shout out during their amazing performance. The soloist Laura was awesome soloist! At first I said ""where are the drums""? but no need! Laura scatted, played the trumpet, and drums with her lips. The food came out on time and we made new friends in the crowd. Although there was no dance floor we stood up and danced to our requested song ""At last"" & everyone enjoyed themselves. (Yes, the band and Laura, Paul, and Kevin took our request!!! :-). It was also the manager's birthday & we all celebrated and sang happy birthday to my man with a complimentary birthday dessert on the house!We will definitely be back!",5,"Dined on September 28, 2014"
"A lovely low-key Washington Square gem. Food was fantastic, and the service warm and helpful.",5,"Dined on September 27, 2014"
"been here before - always come away satisfied: $20.00 Sunday brunch was just right! A really good omelet served with nice greens and good home fries (to me that's what makes a good breakfast/brunch!), good breads and a very good blood mary and coffee: not a bad buy! location on Washington Square perfect for wandering around the villages (east and west)...introduced a friend and she thoroughly enjoyed it..then on to a
student production at Skirball Hall...a very good Sunday in New York!",4,"Dined on September 21, 2014"
We found North Square to be very enjoyable. The service and food was very good -but the place needs a little updating.,4,"Dined on September 21, 2014"
Everything was GREAT including all the beautiful fresh flowers!,5,"Dined on September 17, 2014"
Service was awful which can make the experience awful even if the food is good,3,"Dined on September 17, 2014"
"Excellent service, superb food in this neighbourhood gem - always a special time. Crab & lobster cakes, braised short ribs, Moroccan cod among the delicious dishes we enjoyed.",5,"Dined on September 14, 2014"
"Quiet, small, l wonderful food and comfortable - much like a small restaurant you would find in Europe.",5,"Dined on September 12, 2014"
"I went to hear the always wonderful Roz Corral for jazz brunch.  As usual, Roz featured the best musicians as sidemen and they sounded awesome.  I had the prix fixe jazz brunch and it consisted of a tasty omelette served with lightly dressed greens and potatoes.  The bread basket is a favorite with a variety of sweet and savory flavors.  Service was friendly and attentive.",4,"Dined on August 31, 2014"
We had a very dinner dinner before we dropped off my nephew at NYU to start his freshman year.  The food was good and the service was great too.  Very convenient to NYU.,4,"Dined on August 24, 2014"
"The menu has changed now  by offering a 2-course lunch option.  The number of options of high quality, well prepared food is sufficient, and the prices remain moderate.  This is one of a handful of superior restaurants near Washington Square.",3,"Dined on August 20, 2014"
"We went for the last day of restaurant week and loved everything from the large portions to the constantly-filled water, bread, and olives to delicious food and great service. The risotto was amazing (with zucchini and spinach) and the raspberry linger was so good I stole it from my husband.",5,"Dined on August 16, 2014"
"A lovely, quiet restaurant in a city with too many noisy venues. Very good food and lovely ambiance.",4,"Dined on August 10, 2014"
"Service is wonderful, in a rather charming rathskeller of a place.  the soup (a minty gaspacho) and desert (flourless chocolate cake) were good.  the entree, a seafood paella, was not good however --too spicey and, mainly, it did not taste like a paella (fish overcooked and also the paella too watery).  This was part of their prix fix menu.  i remember liking the food my previous time here but cannot remember what i orderd.  the staff were wonderful.",4,"Dined on August 8, 2014"
Little place attached to a small hotel in the Village. Great food for brunch and good food for dinner. Lovely rooms art on the walls very friendly and engaging staff,5,"Dined on August 3, 2014"
Bartender started the might ogg great. Funny and witty. Service at dinner was great. Food was exceptional. Thanks for a great time.,5,"Dined on August 2, 2014"
North Sq. is a favorite in the village for a relaxed lunch or dinner with friends or a work related meeting.,5,"Dined on July 23, 2014"
"North Square always can be relied upon for the excellent quality of the food and its imaginative, yet understated preparation. Service is well timed and responsive; however, language is sometimes an issue with communication. The pleasant ambience and low noise level are reflective of the restaurant's intimate size.",5,"Dined on July 17, 2014"
"Not your ""happening"" scene, which meant we could get a reservation, were not rushed or ignored, and could hear ourselves talk.  Service was attentive but not overbearing.  Food was very good and prices reasonable, just what we were looking for for this occasion.",4,"Dined on July 17, 2014"
we all had a great time over a great meal.  Service was courteous .  everyone had a lovely time.,4,"Dined on July 8, 2014"
"We brought my cousin for her 65th birthday dinner.  She loved it. so did we, as usual.  Everything was on point, and now there are several gluten free options too.  Always pleasant and accommodating.  The food is always wonderful. And there are some very interesting coctails which seem to change regularly.  Someone is brimming with inventiveness over there.  We love the decor and the ambiance.",5,"Dined on July 8, 2014"
"Excellent service, pretty good food. We had a large group, celebrating a special birthday, and they were really nice to us.",5,"Dined on July 5, 2014"
"great food, comfortable, quiet enough for adult conversation, great location in the village.  a rare combination in NY.",4,"Dined on July 3, 2014"
Dining here is always a pleasure.  The food is wonderfully prepared and it is a very comfortable place to dine.,5,"Dined on June 28, 2014"
Indifferent service and way over priced. A tourist trap.,1,"Dined on June 21, 2014"
"Always a great meal! We have been eating at this restaurant for many years now, including Valentine's Day this year.  We have consistently had wonderful meals (no matter if it is fish, seafood, chicken or beef), with friendly, attentive service. The best desserts ever! We recommend this restaurant to everyone we know, but are happy that it is a hidden gem!",5,"Dined on June 20, 2014"
"North Square is very reliable for the food.  It's pretty.  The service is good.  But what I like best about it is you don't have to shout to be heard across your table.  Also, the menu is never boring; the salads are substantial and interesting; the burgers are great; the service reliable.",5,"Dined on June 12, 2014"
"very good food, excellent environment, good service",4,"Dined on May 29, 2014"
"Ordered the duck breast with soba noodles and spinach. Delicious! The dessert: strawberry shortcake was not typical in that the cake was more like a biscuit in texture, but fresh and delicious tasty strawberries. . . not an excess of whipped cream.

wonderful and satisfying ended with excellent coffee freshly and individually brewed.",5,"Dined on May 29, 2014"
"The restaurant was more of a comfortable neighborhood place for the older set.  Food was Ok, bar was nice, but the big plus was that it was relatively quiet and one could enjoy conversation with table mates.",3,"Dined on May 24, 2014"
"Food great, quiet, easy pleasant.  A favorite local place and the guests I brought loved it.  Good variety of menu for vegetarians as well.",5,"Dined on May 22, 2014"
"While the food and atmosphere are still fine, I am beginning to wonder about the service. The waitress did not seem fully attentive and kept disappearing. We had to enlist the greeter to get bread and then again to get our check. For the second time they didn't ask whether we wanted coffee until we were finishing our dessert. A troubling trend.",4,"Dined on May 18, 2014"
Very nice little place. The menu offers good choices and the food is very good. Loved the music. And the location is great!,3,"Dined on May 17, 2014"
"Travelling on business, I chose this restaurant because it was convenient. I was beyond pleased. Often , servers aren't thrilled to have a one-top but I was given professional and attentive service by everyone on duty. The radicchio and Bibb lettuce salad with creamy goat cheese and roasted beets could have been a meal in itself along with the excellent bread and olives that are set on the table. I had the filet au poivre and frites. It was prepared perfectly and the au jus was so tasty. It came with roasted Vidalia onions which I gobbled up because I am a fool for Vidalias. The potatoes were so-so but didn't detract greatly from the meal. I wish I had room for dessert since the selections looked wonderful.",4,"Dined on May 13, 2014"
"North Square has a unique history in the heart of Greenwich Village and everyone must dine there to hear about its origins, taste the delicious food and enjoy the feeling of the early days of New York City! I wholeheartedly recommend it!",4,"Dined on May 12, 2014"
The brunch was great but it took 20 minutes to get the bill and then 5 more minutes to correct the over billing mistake.,3,"Dined on May 11, 2014"
"Love the food, the service, the fresh flowers, and the ambience.",5,"Dined on May 7, 2014"
"Great place for a Sunday brunch with jazz. Request to be seated in the jazz room if you want that experience. It is delightful. Great food, especially the prix-fixe combination. Delicious food and smooth jazz! Very reasonable for NYC too.",5,"Dined on May 4, 2014"
"What a Great experience. Great food, service, and wine. Not rushed, a liesurely meal in a lovely room, filled with fresh flowers. What more can one ask for?",5,"Dined on April 30, 2014"
"We enjoyed our lunch, the service, and the atmosphere.",5,"Dined on April 23, 2014"
"Unassuming, but never disappoints.  A great neighborhood place.",4,"Dined on April 22, 2014"
the matre'd was flippent and very unaccommodating.  He was just as bad when he was a server.,2,"Dined on April 20, 2014"
"Always friendly with wonderful food; it's been around forever, and I hope it always will be.",5,"Dined on April 19, 2014"
"Really enjoy North Square each time.  The service is warm and inviting.  The food is well prepared and served beautifully.  I particularly enjoy their fish dishes -- the fish is always fresh and the accompaniements fit perfectly.  The wines by the glass are varied and go well with the dishes.  All in all, a lovely, calm place to dine and have a conversation with your dining partner.",4,"Dined on April 19, 2014"
"Everything was 'classy' !
The food, the wine, the service, the ambience were 'perfect'!
Grazie mille,
VW",5,"Dined on April 16, 2014"
"We have eaten at North Square many times - both brunch and dinner. We have always been very pleased and walk away
looking forward to our return. Try the brunch sampler. An amazing array of tastes - but then you will miss the French Toast....
among the best we gave ever tasted . Dinner time, the eatery gets romantic. With the lights subdued, NS becomes redecorated
and ready for that special evening out. Once again the menu presents many interesting and well prepared choices.
The portions are not big, but just about the right size for dinner. You'll walk out feeling comfortable . We have found the
dinner service to be a little slow on several occasions. Overall NS feels like a Secret Neighborhood Treasure.

REDECORATED",5,"Dined on April 13, 2014"
"Great location and cozy and quiet enough for a good visit with out of town friends. Four of us ate 3 course prefix and it was really good at a great price. One went a la carte. Results: 2 had Venison -excellent, 2 had Bass- good, 1 had seared scallops- good. 2-KaleSalad,very good, 2-tomatoe soup excellent, 1 lobster/crab cakes-excellent. All really liked syrah/grenache blend wine, reasonable priced. Desserts were all excellent and gorgeous. My fav chocolate mouse cake, keylime pie, linzer torte, tough pic.
Everyone went away happy.",4,"Dined on April 13, 2014"
Good restaurant for older patrons who enjoy a variety of well-prepared dishes in a pleasant atmosphere.,4,"Dined on April 11, 2014"
"Food, service, ambience, are all first class. A most enjoyable eating eperience.",5,"Dined on April 9, 2014"
"This place was a treat! I almost do not want to write the review for fear that it will get too busy! But if you want some great food and a really nice, white table cloth restaurant, this is the place. Definitely recommend.",4,"Dined on April 9, 2014"
"Traveling near Adelphi University? This restaurant was an easy place to be alone and an outsider. The staff and customers are pleasant to be around, and the family vibe is very nice. The food was really great - fresh, a bit on the foodie side, well-prepared. Great custom cocktails as well.",4,"Dined on April 9, 2014"
"Don't think enough people know this really nice place so was not too hard to get into and was a great value as they offer a price fix
Menu that was very good. Will return. Excellent service also.",5,"Dined on April 6, 2014"
"Great food, beautiful ambiance, attentive service and good value. A warm and lovely spot in Greenwich Village.",5,"Dined on April 5, 2014"
The place is great for a business lunch or when you need to hear each other talk. It's not cramped like a lot of restaurants. The food was good. It isn't cheap but equivalent to others in the area of its kind. These service was odd - we never got a waiter so finally had to ask the hostess. It seemed they were reluctant to serve us an we had different people come to the table at different times. It took a very long time overall.,3,"Dined on April 2, 2014"
"Invited friends from out of town and we were delighted to have chosen North Square. EVERY DISH was a hit...well prepared, creative and beautifully presented. We had, between us, cod, hangar steak, scallops and halibut. Each was excellent. Appetizers great too!! Try Kale Salad....an acquired taste but beautifully done here. We will be back. If you can, be served by Gabriel...absolutely charming and efficient.",5,"Dined on March 31, 2014"
The small English feel of the room was spoiled by the arrival of a very large party that was noisy and took up our server's attention. Good prices for brunch/lunch however.,2,"Dined on March 30, 2014"
"This is a lovely little restaurant with consistently good food, modestly priced. Great bread and olives on the table, modestly priced wines by the glass. The food is clean, modest in size, hot when needed, well cooked and presented. Service is good.",3,"Dined on March 29, 2014"
We eat here often and are never disappointed.,4,"Dined on March 28, 2014"
I've walked by a thousand times and never went in. Now this will stay on our list of brunch spots!,5,"Dined on March 22, 2014"
"The food is excellent. Many classic dishes with a contemporary twist, preparation outstanding. Everything is made with care and attention, and therefore delicious. The rack of lamb was perfectly seasoned, pink inside, just as it should be. Potato galette was also perfect: full of flavor, not heavy of fatty. My dining companion had the short ribs -- absolutely no fat (not easy with short ribs), in a richly flavored sauce with ancho chili and other mysterious flavors -- cinnamon? Delicious.
Best of all: it's quiet! You can hear whoever is on the other side of the table and have a conversation. Music is muted classic jazz, staff is friendly, relaxed and efficient.",4,"Dined on March 20, 2014"
"We live around the corner and we eat here regularly. Terrific food, with something for everyone. Friendly and professional service. Short ribs are outstanding and the coriander crusted tuna is memorable. Fantastic desserts!",5,"Dined on March 17, 2014"
I always come to hear the wonderful Roz Coral and her trio on Sundays for brunch. The food is consistently good and well presented. The price is fair and you can't beat the high quality musicianship. This is one of the nicest jazz brunches in NYC and I highly recommend North Square.,4,"Dined on March 16, 2014"
Decided to eat in the lounge in back--cool bar and better ambiance.,5,"Dined on March 15, 2014"
"The décor and customers are alike, dated. This is a good restaurant if you live in the neighborhood but would not travel to it, even if it was a 15 minute walk. The service was the best part and the waiter tried to steer us in the right direction. Good try but I wont be back.",3,"Dined on March 14, 2014"
"On a recent Sunday evening, we chose North Square for our party of five. Our age range was mid-80s to a six year old. Each of us found something to love, whether it be the delicious kale salad, or the incomparable tuna, or the tasty roast chicken. Service was nicely attentive and well-informed. What a beautiful setting for a family dinner.",4,"Dined on March 10, 2014"
I enjoyed the brunch at North Square! Frank Senior is a most engaging vocalist!,5,"Dined on March 9, 2014"
"I have been meaning to try this spot for a long time, and the wait was worth it. I went with a friend for the restaurant week and the menu was varied, plentiful and tasty. The staff was very accommodating and we could hear ourselves talk to one another. This is a delightful restaurant and a great find.",5,"Dined on March 8, 2014"
"I made a business lunch reservation for ten and received the slowest service throughout the experience. The venue seemed understaffed delaying every aspect of the service. They were slow in putting bread on the table, taking our order and getting the food on the table. The group was so hungry the bread bowl was empty within minutes yet never replenished. The food was wonderful and so is the decor of the restaurant. But overall, the service needed improvement. What made the afternoon worse was the insensitivity of the waitstaff. No one came over to explain the delays. After everyone was finally served, I politely mentioned it to the server, who offered a defensive explanation but nothing more. Not good for business!",1,"Dined on March 7, 2014"
I had a wonderful dining experience @ North Square. We arrived and got a nice table in the corner viewing these colorful murals. We ordered the Kale salads which were sooo tasty. The main courses & gourmet sides came out piping hot. ...what a wonderful presentation !! Staff was on point and quite friendly...We got a mini tour of the establishment and I was impressed w/ how kind and professional the guys @ North Square are...thx for a wonderful dining experience...and we shall return,5,"Dined on March 7, 2014"
"North Square is a wonderful restaurant for those who want to have reliably very good food in a peaceful, relaxing environment. The menu has excellent choices and the food is both delicious and artistically presented. I had the tamale and it was beautiful to look at as well as scrumptious. They always have an interesting selection of wines by the glass, which they allow you to try before ordering. The menu includes creative dishes as well as some simpler choices, thus pleasing everyone. The servers are friendly and helpful. The prices are reasonable. Highly recommended.",4,"Dined on March 6, 2014"
I love North Square. The food and service are consistently great. The space is lovely and you can actually have a conversation due to the quiet atmosphere! The hotel lounge next to the dining room is also a great place to meet up with a friend for a quiet cocktail or snack and you can order from the full restaurant menu as well.,5,"Dined on March 3, 2014"
Have been to this restaurant before and was happy to go back for restaurant week. Comfortable setting and fresh food,4,"Dined on March 3, 2014"
"A perfect place for a leisurely get-together on a Sunday afternoon. If in mood for chatty visit ask to be seated in the front room, but the jazz is really wonderful as well.",5,"Dined on March 3, 2014"
"The one saving grace about our experience was Rick the bartender. We should have stayed at the bar instead of being sat at our table. Our table for two was in between tables of parties four. The food was average. What really disappointed us was that at end of dinner I was charged extra for a glass wine that was not ordered. They did fix that, but when checking my bank account the next day I was not only charged for half the bill I shared with my partner, but also I was double charged for the whole bill. We also wondered where our waitress went because at the end of night, the bus boy was taking care of us. Let's just say we will not be returning here again.",2,"Dined on March 2, 2014"
We had an small but excellent birthday dinner here. The food was delicious and the restaurant served my pre-ordered birt hday dessert without any reminder. The wait staff were lovely. We liked the intimacy of the space and the colorful decor. We were certainly go there again when we come to New York.,5,"Dined on March 2, 2014"
My friend and I had a great time there! And the food and service were so good! Thank you so much! Hope everyone has a good time there:),5,"Dined on February 28, 2014"
"After making reservation and requesting a particular table. This was not honored. NEVER ACCOMODATED each time I go there
Called manager and complained.",4,"Dined on February 27, 2014"
"I attended the jazz brunch to hear one of my favorite performers, Roz Corral. Unfortunately, things got off to a shaky start at reception, when we found the music area was fully seated. I made this request clear on my Opentable reservation note as requested by the restaurant. The man at check in gave me a semi lecture about making a special call ahead to reserve as they had so many reservations. Really? I thought that was the purpose of the ""notes"" section. In any event, the brunch was tasty as always. I love the bread basket with the cranberry nut bread and other assorted goodies. My omelette was cooked to order with a delicious salad. Service was just ok, and appeared disorganized. As always, the music was outstanding!",3,"Dined on February 23, 2014"
"Food was blsh! Had sausage appetizer which looked like, 6 plain dry breakfast sausages on a plate, the side sauce had some flavor so you had to smother the sausage in it. Scallops were tough, quinoa was dry and tasteless. The waitress didn't seemed knew and not very knowledgeable, but was hesitant to find out the answers, it was like she was discouraging us to ask anything. She couldn't even be found when it was time for the check. Poor management. The only good thing as the wine! Wouldn't go again.",1,"Dined on February 23, 2014"
"We had a delicious meal during Restaurant week-food was great and ambiance was perfect-quiet enough to have a conversation..Our server , Gabriel was very attentive and personable-he knew a lot of the history of the restaurant which he shared with us..We are anxious to return to North Square",4,"Dined on February 20, 2014"
"A very relaxing place.
The Salmon is always GREAT!",5,"Dined on February 19, 2014"
"Being a picky diner, I was very surprised to enjoy brunch at North Square at much as I did. The ambience is very pleasant and the food was tasty and reasonably priced too, especially since we chose the fixed price selections. We were allowed to sit and talk without being rushed out. I'll definitely go back again.",4,"Dined on February 16, 2014"
"This cute restaurant, right off Washington Square Park, is a great find. Easy access from the West 4th street subway station. The menu is interesting vans our main courses of duck breast and scallops were top notch. The pecan tart was actually full of pecans! My husband and I will definitely return.",4,"Dined on February 16, 2014"
"Nice wait staff, delicious food and not pretentious - a cozy find in the Village, especially in winter",4,"Dined on February 16, 2014"
I had a great time. The food was done delicious and the service was great. The decor was not as fancy but the whole experience was lovely and comfortable.,5,"Dined on February 15, 2014"
"Went here for valentines dinner. The lobster/crab cake with seaweed salad was great, the Quail appetizer was great, and both entrees (filet and lamb) were great, all at a reasonable price. The atmosphere was quiet -- a plus in my book, but it may be a little too quiet for some -- it's generally an older crowd, and I wouldn't call it a hip spot. The only real negative was the slow service. Everyone was pleasant, they were just a little slow and perhaps overwhelmed.",4,"Dined on February 15, 2014"
"I eat here at least one night while staying at the adjoining Washington Square Hotel. The food is always good and priced reasonably. There are always locals who dine a the hotel frequently, many on a first name basis with the hotel staff. This is definitely a good option for anyone looking for a restaurant near Washington Square.",4,"Dined on February 14, 2014"
Whenever a friend visits New York City asking for a restaurant that provides really great seasonal food I think of North Square. The wait staff is attentive without being overwhelming. The menu is always interesting and tasty. This NYC gem is a perfect example of how New American Cuisine is influenced by the multitude of immigrants that have graced our shores. I can't wait for my next meal there.,4,"Dined on February 12, 2014"
"This restaurant has always been a favorite of ours. Always on our list for eating out in NYC. Great food, great atmosphere, no pretentions. Staff is wonderful. Love the place!",5,"Dined on February 11, 2014"
"My fault for not checking but I did not realise this was a hotel restaurant with related decor and atmosphere. Service was very good, food was well executed. Not much of an atmosphere on a Friday night though and my husband and I - in our mid 30s - brought the average age down by quite some margin.",2,"Dined on February 8, 2014"
Brunch was a great experience. The food was very good and the jazz was great.,5,"Dined on February 2, 2014"
"Both the filet and the halibut were delicious, but I have to admit that my favorite part was the basket of an assortment of freshly-baked breads.",4,"Dined on February 2, 2014"
Well-executed classical food served in a quiet and agreeable setting. Wine list is well-chosen and extremely well priced. Here you can afford to drink a decent wine with a meal that merits it.,4,"Dined on January 28, 2014"
"There are more famous restaurants in this neighborhood, but this is my favorite spot for quick dinner that's always excellent. A pretty, cozy spot with plenty of menu choices that are always beautifully prepared and tasty.",4,"Dined on January 28, 2014"
Kind and attentive service plus good food and a relaxed atmosphere make this a great choice for a quiet dinner.,4,"Dined on January 27, 2014"
"Everything was excellent for this neighborhood restaurant. Food was very well prepared, staff friendly, and new renovation is very pretty, cozy, and modern.",4,"Dined on January 25, 2014"
"Love this restaurant in the village. Tends to be elderly customers mostly, but great for college kids or a twenties date nonetheless. Great wine selection and their scallops are delicious. Great desserts too!",5,"Dined on January 21, 2014"
North Square is a great little place for lunch or dinner. The food is excellent and we've been here several times. My only only complaint was the server was not great..,5,"Dined on January 19, 2014"
"I came to North Square to hear the always excellent Roz Corral Trio. The music never disappoints and I love the delicious brunch menu with something for every taste. Coffee and Mimosas are top flight. Overall, you can't beat North Square for the jazz brunch experience!",5,"Dined on January 12, 2014"
Was fine but not as good as it has been in the past.,3,"Dined on January 11, 2014"
"My husband and I had a pleasant dinner. Tuna tartar and kale salad for appetizer and rack of lamb and Atlantic char for entree. My husband s very picky and strict about meat preparation and he was not disappointed. As for me, fish was full of flavors and just exactly how asked it to be cooked. And pistachio creme brulee was fantastic!",4,"Dined on January 11, 2014"
North Square is a quality restaurant for any evening and they did not take advantage of the Holiday. The food was excellent and so were the wines. This is a wonderful restaurant.,4,"Dined on January 1, 2014"
"No matter whether you go for lunch, brunch or dinnet, the food , wine and service are always wonderful.",5,"Dined on December 30, 2013"
"First time I have brunch here - was Sunday, and found that was the only menu available at the time. Very nice surprise. Food was impecable.",4,"Dined on December 30, 2013"
"I've eaten here several times and have always had a great dinner and dessert. Specialty cocktails are reasonably priced and delicious.
Recommend crab and lobster cakes, seared scallops, and chocolate mousse cake. Pleasant wait staff and bartender; overall very nice and excellent dining experience.",4,"Dined on December 25, 2013"
Every thing was wonderful.. The scallops on the brunch menu were devine. The apple cranberry crisp with vanilla ice cream was just right after the brunch meal. I loved it and can't stop raving about it.,5,"Dined on December 22, 2013"
"The dining experience was pleasant. The food was good, the cocktail menu had original-type selections, and the service was friendly.",4,"Dined on December 22, 2013"
